title|category|lat|lng
マリオン郡 (カンザス州)||38.3988888889|-97.1966666667
マリオン郡 (カンザス州)||38.1225|-96.9816666667
マリオン郡 (カンザス州)||38.225|-97.3263888889
マリオン郡 (カンザス州)||38.3047222222|-97.0886111111
パリ第1大学|landmark|48.8486111111|2.34333333333
肥後橋||34.6927222222|135.496138889
マーシャル郡 (カンザス州)||39.9608333333|-96.5108333333
マーシャル郡 (カンザス州)||39.61|-96.5322222222
マーシャル郡 (カンザス州)||39.6213888889|-96.6244444444
マーシャル郡 (カンザス州)||39.685|-96.6552777778
マーシャル郡 (カンザス州)||39.7872222222|-96.5141666667
マーシャル郡 (カンザス州)||39.6161111111|-96.3986111111
マーシャル郡 (カンザス州)||39.6119444444|-96.2963888889
マーシャル郡 (カンザス州)||39.6027777778|-96.7594444444
マーシャル郡 (カンザス州)||39.7825|-96.6311111111
マーシャル郡 (カンザス州)||39.8630555556|-96.5294444444
マーシャル郡 (カンザス州)||39.8644444444|-96.4147222222
マーシャル郡 (カンザス州)||39.9622222222|-96.7505555556
マーシャル郡 (カンザス州)||39.7822222222|-96.2908333333
マーシャル郡 (カンザス州)||39.8872222222|-96.7522222222
マーシャル郡 (カンザス州)||39.86|-96.645
マーシャル郡 (カンザス州)||39.8744444444|-96.2713888889
マーシャル郡 (カンザス州)||39.7125|-96.285
マーシャル郡 (カンザス州)||39.9530555556|-96.6255555556
マーシャル郡 (カンザス州)||39.965|-96.3986111111
マーシャル郡 (カンザス州)||39.7838888889|-96.4125
マーシャル郡 (カンザス州)||39.9647222222|-96.3244444444
マーシャル郡 (カンザス州)||39.7033333333|-96.4133333333
マーシャル郡 (カンザス州)||39.7911111111|-96.7458333333
マーシャル郡 (カンザス州)||39.6955555556|-96.7522222222
マーシャル郡 (カンザス州)||39.6869444444|-96.5108333333
サンディ島|isle|-23.9180555556|-130.738055556
ローガン郡 (カンザス州)||38.7372222222|-101.354166667
ローガン郡 (カンザス州)||38.8925|-100.866944444
ローガン郡 (カンザス州)||38.7405555556|-100.984722222
ローガン郡 (カンザス州)||38.8580555556|-101.069166667
ローガン郡 (カンザス州)||39.0494444444|-101.367777778
ローガン郡 (カンザス州)||39.0713888889|-101.045
ローガン郡 (カンザス州)||39.1119444444|-100.858888889
ローガン郡 (カンザス州)||38.7438888889|-101.1325
ローガン郡 (カンザス州)||38.8877777778|-101.204166667
ローガン郡 (カンザス州)||38.9008333333|-101.410277778
ローガン郡 (カンザス州)||39.0647222222|-101.215
入新井西児童交通公園|landmark|35.5849722222|139.725833333
岐阜県立加納高等学校||35.3981944444|136.749944444
即成院||34.9816388889|135.777305556
王子市民ギャラリー||34.7090833333|135.213194444
塩郷駅|railwaystation|34.9976972222|138.0906
地名駅|railwaystation|34.9860527778|138.087263889
大阪府立日根野高等学校||34.3901388889|135.338472222
クック山|mountain|-43.59575|170.141027778
浮島沼||35.148688|138.732605
広川南インターチェンジ||33.9695888889|135.197222222
下泉駅|railwaystation|35.0221166667|138.090069444
大手駅 (静岡県)|railwaystation|34.873631|138.268183
藤枝本町駅|railwaystation|34.869318|138.25647
アスパイアリング山|mountain|-44.3833333333|168.716666667
高洲駅||34.8399388889|138.263819444
新藤枝駅|railwaystation|34.849818|138.253096
クック海峡|waterbody|-41.2294444444|174.483055556
和歌山県立日高高等学校・附属中学校||33.89675|135.157972222
朝潮橋パーキングエリア||34.6630277778|135.445111111
ベン・グリオン国際空港||32.0113888889|34.8866666667
芦屋競艇場||33.8739166667|130.664611111
農業・食品産業技術総合研究機構||36.02825|140.102305556
大館城|landmark|40.2723194444|140.566083333
諫早湾干拓事業|waterbody|32.870575|130.168933333
藤枝岡部インターチェンジ|landmark|34.915795|138.26133
長崎県立長崎東中学校・高等学校||32.7603611111|129.876388889
豊橋市立大村小学校||34.7903138889|137.397541667
モントレー||36.6000111111|-121.890605556
和歌山県立紀央館高等学校||33.90625|135.161833333
大分県立由布高等学校||33.1821666667|131.453277778
社台ファーム||42.9193333333|141.865666667
ピッコロシアター||34.7501944444|135.421916667
飯縄山||36.7394444444|138.133611111
八幡前駅 (京都府)||35.0664305556|135.792452778
岩倉駅 (京都府)||35.0712944444|135.786638889
木野駅||35.0711638889|135.776463889
京都精華大前駅||35.0730916667|135.768991667
二軒茶屋駅 (京都府)||35.0777944444|135.765844444
市原駅||35.088225|135.763
二ノ瀬駅||35.0976888889|135.763069444
宝ヶ池駅||35.0581583333|135.792341667
三宅八幡駅||35.0624111111|135.79605
スチュワート国際空港|airport|41.5041666667|-74.1047222222
阿久比町立阿久比スポーツ村野球場||34.9412277778|136.90795
天狗岳||36.0191666667|138.355555556
SPA直入||33.1018761111|131.409423333
平田駅 (長野県)||36.1916666667|137.962777778
西浜松駅||34.6935861111|137.715372222
島津創業記念資料館||35.0128861111|135.770241667
壬生狂言|event|35.0016027778|135.743672222
仙台湾|waterbody|38.15|141.133333333
プール学院大学||34.4833888889|135.534111111
隅田川駅|railwaystation|35.7330555556|139.800833333
フランス・テレビジョン||48.8388888889|2.27138888889
天王寺公園||34.64985|135.511111944
天王寺ミオ||34.6468333333|135.5145
あべのルシアス||34.6465277778|135.511222222
一心寺||34.6530277778|135.510861111
ニペソツ山|mountain|43.4558333333|143.032222222
帝京ロンドン学園|edu|51.5498333333|-0.563972222222
田辺市立上秋津小学校||33.7537777778|135.4065
チャルトリスキ美術館||50.065|19.9394444444
長崎県立対馬高等学校||34.2125277778|129.293444444
宝町駅 (長崎県)||32.7581333333|129.868644444
ゴルガーン||36.8333333333|54.4833333333
笛吹峠 (埼玉県)|pass|36.00842|139.32939
大阪鉄道病院||34.6450888889|135.517369444
天王寺都ホテル||34.6456666667|135.515722222
リーズ||53.7833333333|-1.53333333333
愛知県立豊川工業高等学校||34.8235083333|137.365158333
三原山|mountain|34.7244444444|139.394444444
追分ファーム||42.8816111111|141.847472222
朝霞浄水場||35.8213611111|139.590416667
長岡天満宮||34.9228333333|135.686333333
越中島貨物駅|railwaystation|35.6621666667|139.816388889
妙国寺||34.5811972222|135.481380556
フューチャーシティ・ファボーレ||36.6631111111|137.171222222
方違神社||34.5769444444|135.489444444
日本水準原点||35.677199|139.747841
千葉県立八街高等学校||35.6725833333|140.289416667
宮城県名取北高等学校||38.1713888889|140.895
大崎上島||34.2452777778|132.894722222
南陽市役所駅|railwaystation|38.0554166667|140.149083333
宮内駅 (山形県)|railwaystation|38.0711111111|140.135
おりはた駅|railwaystation|38.0665|140.1225
道の駅はっとう|landmark|35.3664527778|134.33965
慶野松原||34.3436111111|134.738333333
フェザン||39.7026666667|141.135361111
西日本短期大学|edu|33.5980833333|130.366888889
コンスタンツァ||44.1677777778|28.6341666667
福島県立原町高等学校||37.6345833333|140.942833333
愛知県立大府高等学校||35.0031527778|136.958163889
奥丸山||36.3238888889|137.619444444
三重県立美術館||34.7348333333|136.501888889
乙寶寺|landmark|38.1199527778|139.403036111
鳴門競艇場||34.1906944444|134.609416667
ホテルエンパイア||35.3823611111|139.495277778
栃木県立足利高等学校||36.3510277778|139.456166667
成川美術館||35.2|139.031111111
エンドーチェーン||38.2585833333|140.87975
笈ヶ岳||36.2986111111|136.792222222
ホイットニー美術館||40.7730555556|-73.9638888889
大日ヶ岳|mountain|36.0013888889|136.837777778
ゲーリー (インディアナ州)||41.5808333333|-87.3455555556
伊吹山地||35.4177777778|136.406111111
亀山市立井田川小学校||34.87|136.4825
阿寺山地||35.7855555556|137.396944444
亀山市立白川小学校||34.8832777778|136.412666667
ガルニエ宮|landmark|48.8719444444|2.33166666667
兵庫県立相生高等学校||34.8232222222|134.477194444
周参見王子神社||33.5528888889|135.4945
埼玉県立浦和西高等学校||35.8898333333|139.653861111
仙台市陸上競技場||38.2584861111|140.903991667
伊奴神社||35.2086361111|136.897686111
北海道北見北斗高等学校||43.8117222222|143.886694444
プリンシペ島|isle|1.61666666667|7.4
大阪府立牧野高等学校||34.8466666667|135.679138889
道の駅大栄|landmark|35.4987527778|133.7618
道の駅北条公園|landmark|35.498225|133.819966667
道の駅三朝・楽市楽座|landmark|35.3663333333|133.850325
道の駅犬挟|landmark|35.3292444444|133.756119444
道の駅ポート赤碕|landmark|35.5069277778|133.662741667
下総航空基地||35.7988888889|140.012222222
道の駅秋鹿なぎさ公園|landmark|35.4745361111|132.950705556
福井県立高志高等学校||36.0595277778|136.232416667
千住火力発電所|landmark|35.7532222222|139.790944444
ダグラス郡 (カンザス州)||38.905|-95.4055555556
ダグラス郡 (カンザス州)||38.9283333333|-95.1041666667
ダグラス郡 (カンザス州)||39.0022222222|-95.2219444444
ダグラス郡 (カンザス州)||38.9602777778|-95.3877777778
ダグラス郡 (カンザス州)||39.0419444444|-95.4075
ダグラス郡 (カンザス州)||38.8177777778|-95.4097222222
ダグラス郡 (カンザス州)||38.7833333333|-95.1777777778
ダグラス郡 (カンザス州)||38.9302777778|-95.2452777778
ダグラス郡 (カンザス州)||38.7897222222|-95.3047222222
花園中央公園||34.6689166667|135.629138889
所澤神明社||35.7941666667|139.463333333
さいたま市営大宮球場||35.9223333333|139.640638889
カンタベリー||51.2761111111|1.07638888889
シェフィールド||53.3858333333|-1.46944444444
勢和多気ジャンクション||34.4637722222|136.510363889
ジェファーソン郡 (カンザス州)||39.3516666667|-95.4752777778
ジェファーソン郡 (カンザス州)||39.1802777778|-95.4472222222
ジェファーソン郡 (カンザス州)||39.3269444444|-95.2697222222
ジェファーソン郡 (カンザス州)||39.0947222222|-95.5486111111
ジェファーソン郡 (カンザス州)||39.0883333333|-95.4116666667
ジェファーソン郡 (カンザス州)||39.4036111111|-95.3130555556
ジェファーソン郡 (カンザス州)||39.22|-95.3161111111
ジェファーソン郡 (カンザス州)||39.2422222222|-95.4341666667
ジェファーソン郡 (カンザス州)||39.2144444444|-95.5494444444
ジェファーソン郡 (カンザス州)||39.0752777778|-95.3144444444
ジェファーソン郡 (カンザス州)||39.0869444444|-95.2472222222
ジェファーソン郡 (カンザス州)||39.2113888889|-95.2072222222
愛知県立岩倉総合高等学校||35.2777916667|136.853988889
ジャクソン郡 (カンザス州)||39.3547222222|-95.9952777778
ジャクソン郡 (カンザス州)||39.4347222222|-95.8402777778
ジャクソン郡 (カンザス州)||39.3480555556|-95.6788888889
ジャクソン郡 (カンザス州)||39.2594444444|-95.6838888889
ジャクソン郡 (カンザス州)||39.4447222222|-95.7430555556
ジャクソン郡 (カンザス州)||39.4263888889|-95.6358333333
ジャクソン郡 (カンザス州)||39.4463888889|-95.9705555556
ジャクソン郡 (カンザス州)||39.5166666667|-95.8438888889
ジャクソン郡 (カンザス州)||39.5175|-95.7433333333
ジャクソン郡 (カンザス州)||39.3277777778|-95.8405555556
ジャクソン郡 (カンザス州)||39.6116666667|-95.7297222222
ジャクソン郡 (カンザス州)||39.5227777778|-95.9741666667
ジャクソン郡 (カンザス州)||39.5233333333|-95.6166666667
ジャクソン郡 (カンザス州)||39.2513888889|-95.9669444444
ジャクソン郡 (カンザス州)||39.6011111111|-95.6158333333
タンプル塔|landmark|48.8652777778|2.36222222222
胆沢ダム||39.1180555556|140.916944444
湯田ダム||39.3016666667|140.885138889
御所ダム||39.6935277778|141.029944444
四十四田ダム||39.7528333333|141.148472222
藤沢翔陵高等学校||35.3615277778|139.474277778
TOHOシネマズ日劇||35.6736666667|139.762722222
円明園|landmark|40.0072222222|116.2925
オペラ・バスティーユ|landmark|48.8519444444|2.37055555556
TOHOシネマズスカラ座||35.673|139.759166667
神奈川県立松陽高等学校||35.4373611111|139.493972222
香川県立笠田高等学校||34.1522666667|133.699877778
加計駅|railwaystation|34.6087555556|132.320413889
コリスコ島|isle|0.916944444444|9.31694444444
茨城県立下妻第一高等学校||36.183|139.961888889
七条警察署||34.9887777778|135.759305556
成田山大阪別院明王院||34.7804083333|135.638713889
プラット郡 (カンザス州)||37.7402777778|-98.5652777778
プラット郡 (カンザス州)||37.7555555556|-98.7302777778
プラット郡 (カンザス州)||37.7841666667|-98.895
プラット郡 (カンザス州)||37.6330555556|-98.9019444444
プラット郡 (カンザス州)||37.5125|-98.8713888889
プラット郡 (カンザス州)||37.5122222222|-98.6391666667
プラット郡 (カンザス州)||37.6288888889|-98.6811111111
須田貝ダム||36.8683333333|139.060833333
藤原ダム||36.8044444444|139.02
奈良俣ダム||36.8825|139.079444444
リノ郡 (カンザス州)||37.7847222222|-98.0005555556
リノ郡 (カンザス州)||37.8877777778|-98.1836111111
リノ郡 (カンザス州)||37.7688888889|-98.2916666667
リノ郡 (カンザス州)||37.8622222222|-97.9516666667
リノ郡 (カンザス州)||37.9605555556|-98.0897222222
リノ郡 (カンザス州)||38.0644444444|-97.8697222222
リノ郡 (カンザス州)||38.05|-98.1927777778
リノ郡 (カンザス州)||38.1344444444|-98.0075
リノ郡 (カンザス州)||37.8630555556|-98.4161111111
リノ郡 (カンザス州)||37.8988888889|-97.7794444444
リノ郡 (カンザス州)||38.0638888889|-98.4272222222
リノ郡 (カンザス州)||38.05|-98.2983333333
リノ郡 (カンザス州)||37.8611111111|-98.3158333333
リノ郡 (カンザス州)||37.9627777778|-97.9686111111
リノ郡 (カンザス州)||38.1375|-97.7622222222
リノ郡 (カンザス州)||37.7838888889|-98.2061111111
リノ郡 (カンザス州)||38.1372222222|-98.2066666667
リノ郡 (カンザス州)||38.1444444444|-97.8508333333
リノ郡 (カンザス州)||37.7925|-98.4175
リノ郡 (カンザス州)||37.7858333333|-97.8575
リノ郡 (カンザス州)||37.9669444444|-98.31
リノ郡 (カンザス州)||38.0419444444|-97.9575
リノ郡 (カンザス州)||37.7697222222|-98.0730555556
リノ郡 (カンザス州)||38.0633333333|-98.0991666667
リノ郡 (カンザス州)||37.7733333333|-97.7641666667
リノ郡 (カンザス州)||37.9566666667|-98.4127777778
リノ郡 (カンザス州)||37.8655555556|-98.0902777778
リノ郡 (カンザス州)||38.0091666667|-97.7505555556
リノ郡 (カンザス州)||38.1277777778|-98.3019444444
リノ郡 (カンザス州)||37.9633333333|-98.2063888889
リノ郡 (カンザス州)||37.9483333333|-97.8761111111
飯田町駅|railwaystation|35.7023333333|139.748611111
相俣ダム||36.7122222222|138.893055556
薗原ダム||36.6388888889|139.175277778
夕張岳|mountain|43.0997222222|142.251111111
キングマン郡 (カンザス州)||37.5208333333|-97.8719444444
キングマン郡 (カンザス州)||37.5133333333|-98.1975
キングマン郡 (カンザス州)||37.4494444444|-97.8483333333
キングマン郡 (カンザス州)||37.4075|-97.9797222222
キングマン郡 (カンザス州)||37.4402777778|-98.1822222222
キングマン郡 (カンザス州)||37.6125|-97.9644444444
キングマン郡 (カンザス州)||37.6688888889|-98.4236111111
キングマン郡 (カンザス州)||37.5175|-97.9725
キングマン郡 (カンザス州)||37.6827777778|-98.2941666667
キングマン郡 (カンザス州)||37.6997222222|-97.8533333333
キングマン郡 (カンザス州)||37.6913888889|-97.9686111111
キングマン郡 (カンザス州)||37.6852777778|-98.1952777778
キングマン郡 (カンザス州)||37.5219444444|-98.4011111111
キングマン郡 (カンザス州)||37.4311111111|-98.4236111111
キングマン郡 (カンザス州)||37.6086111111|-98.1222222222
キングマン郡 (カンザス州)||37.5133333333|-98.3077777778
キングマン郡 (カンザス州)||37.5263888889|-98.0838888889
キングマン郡 (カンザス州)||37.4355555556|-98.2925
キングマン郡 (カンザス州)||37.6247222222|-98.4197222222
キングマン郡 (カンザス州)||37.6088888889|-98.3119444444
キングマン郡 (カンザス州)||37.4369444444|-98.0688888889
キングマン郡 (カンザス州)||37.6088888889|-97.8622222222
キングマン郡 (カンザス州)||37.6916666667|-98.0802777778
丸沼ダム||36.8238888889|139.339722222
玉原ダム||36.7747222222|139.062777778
三重県立四日市西高等学校||34.9918888889|136.532694444
アルカキット錦糸町||35.6973888889|139.812472222
八ッ場ダム||36.5569444444|138.714166667
下久保ダム||36.1325|139.0225
下久保ダム||36.1522222222|139.049166667
日本歯周病学会||35.7358|139.746569444
四つ橋入口||34.6735555556|135.497333333
クリチバ||-25.4166666667|-49.25
京王れーるランド||35.6493055556|139.404444444
大阪府立東住吉高等学校||34.6177777778|135.540944444
シネマックス千葉ニュータウン||35.8071944444|140.152777778
藤井大丸||35.0033055556|135.766583333
横浜市主要地方道81号藤棚伊勢佐木線|landmark|35.4472222222|139.613888889
頼母子のシダレザクラ|landmark|36.2253611111|139.650638889
木戸峠|pass|34.2489722222|131.532277778
埼玉県立鳩ヶ谷高等学校||35.8373333333|139.726861111
陸軍士官学校 (アメリカ合衆国)||41.3944444444|-73.9694444444
津和野城||34.4611083333|131.763813889
秋田栄養短期大学||39.7160833333|140.156611111
トリイステーション|landmark|26.3791666667|127.736694444
うえほんまちハイハイタウン||34.6656388889|135.518472222
開智小学校・中学校・高等学校 (埼玉県)||35.9720277778|139.712777778
相武台|city|35.4986111111|139.410638889
東港駅|railwaystation|35.0813611111|136.903694444
和歌山県立古座高等学校||33.5233333333|135.827111111
富谷山|mountain|36.3883333333|140.104722222
テレコムセンター||35.6170833333|139.779888889
TOHOシネマズみゆき座||35.673|139.759166667
多々良木ダム||35.2369444444|134.831944444
昭和町駅 (愛知県)|railwaystation|35.0776111111|136.899805556
知多駅|railwaystation|34.9916666667|136.858305556
名電築港駅|railwaystation|35.0914444444|136.902055556
井川ダム||35.2105277778|138.222722222
井川ダム||35.2061111111|138.208055556
畑薙第一ダム||35.3213888889|138.183138889
畑薙第二ダム||35.3079722222|138.203194444
横山ダム||35.5930555556|136.455277778
汐見町駅|railwaystation|35.07025|136.878222222
立川広域防災基地||35.7118833333|139.399680556
大阪府立大塚高等学校||34.5691944444|135.566055556
北京通順競馬場||40.0134333333|116.695080556
上椎葉ダム||32.4601666667|131.149555556
三成ダム||35.19|133.041666667
奈川渡ダム||36.1325277778|137.718166667
道の駅湯の川|landmark|35.3957|132.869308333
道の駅大社ご縁広場|landmark|35.38925|132.686305556
道の駅キララ多伎|landmark|35.2907888889|132.6325
道の駅さくらの里きすき|landmark|35.3189194444|132.912158333
道の駅掛合の里|landmark|35.2104583333|132.816811111
道の駅頓原|landmark|35.0898638889|132.785605556
スミス&amp;ウェッソン|landmark|42.1379166667|-72.5508055556
道の駅赤来高原|landmark|34.9987777778|132.713888889
品木ダム||36.6280555556|138.634444444
道の駅奥出雲おろちループ|landmark|35.0956611111|133.127125
道の駅広瀬・富田城|landmark|35.3683333333|133.180666667
四万川ダム||36.6963888889|138.781388889
クイアバ||-15.5958333333|-56.0969444444
日本歯科保存学会||35.7358|139.746569444
二瀬ダム||35.9416111111|138.909722222
プラウエン||50.4833333333|12.1166666667
滝沢ダム||35.9558333333|138.898333333
宇奈月ダム||36.8094444444|137.590472222
経ヶ岳 (佐賀県・長崎県)|mountain|32.9875|130.076277778
経ヶ岳 (神奈川県)|mountain|35.5072222222|139.275277778
ライス郡 (カンザス州)||38.3061111111|-98.1994444444
ライス郡 (カンザス州)||38.2194444444|-98.4005555556
ライス郡 (カンザス州)||38.2972222222|-98.3033333333
ライス郡 (カンザス州)||38.2216666667|-97.9761111111
ライス郡 (カンザス州)||38.4977777778|-98.3225
ライス郡 (カンザス州)||38.5|-98.4152777778
ライス郡 (カンザス州)||38.4688888889|-98.0997222222
ライス郡 (カンザス州)||38.3841666667|-98.1969444444
ライス郡 (カンザス州)||38.3694444444|-98.3219444444
ライス郡 (カンザス州)||38.39|-98.095
ライス郡 (カンザス州)||38.4713888889|-97.9891666667
ライス郡 (カンザス州)||38.3927777778|-98.4275
ライス郡 (カンザス州)||38.2938888889|-98.4155555556
ライス郡 (カンザス州)||38.3047222222|-97.96
ライス郡 (カンザス州)||38.2052777778|-98.1955555556
ライス郡 (カンザス州)||38.3927777778|-97.9922222222
ライス郡 (カンザス州)||38.2241666667|-98.3122222222
ライス郡 (カンザス州)||38.4991666667|-98.1733333333
ライス郡 (カンザス州)||38.2191666667|-98.0827777778
ライス郡 (カンザス州)||38.3005555556|-98.1005555556
スタッフォード郡 (カンザス州)||37.8786111111|-98.8619444444
スタッフォード郡 (カンザス州)||38.2138888889|-98.6352777778
スタッフォード郡 (カンザス州)||37.8491666667|-98.9586111111
スタッフォード郡 (カンザス州)||38.0363888889|-98.8672222222
スタッフォード郡 (カンザス州)||38.1377777778|-98.8672222222
スタッフォード郡 (カンザス州)||38.0452777778|-98.5183333333
スタッフォード郡 (カンザス州)||37.9477777778|-98.5177777778
スタッフォード郡 (カンザス州)||37.9583333333|-98.9672222222
スタッフォード郡 (カンザス州)||38.1222222222|-98.6469444444
スタッフォード郡 (カンザス州)||38.2105555556|-98.8672222222
スタッフォード郡 (カンザス州)||38.21|-98.7575
スタッフォード郡 (カンザス州)||37.9777777778|-98.7519444444
スタッフォード郡 (カンザス州)||38.1738888889|-98.5308333333
スタッフォード郡 (カンザス州)||37.9636111111|-98.8533333333
スタッフォード郡 (カンザス州)||37.8613888889|-98.7386111111
スタッフォード郡 (カンザス州)||38.0161111111|-98.7558333333
スタッフォード郡 (カンザス州)||38.1363888889|-98.7433333333
スタッフォード郡 (カンザス州)||37.9611111111|-98.6138888889
スタッフォード郡 (カンザス州)||37.8752777778|-98.6277777778
スタッフォード郡 (カンザス州)||38.0436111111|-98.6358333333
スタッフォード郡 (カンザス州)||37.8705555556|-98.5191666667
手取川ダム||36.2653611111|136.643805556
高根第二ダム||36.0293055556|137.462944444
恩原ダム||35.3003055556|133.9875
マカルー||27.8833333333|87.0833333333
諸塚ダム||32.5601111111|131.319888889
七色ダム||33.9603888889|136.002222222
阿武川ダム||34.3591666667|131.4875
高山ダム||34.7529166667|136.011194444
竜門ダム||33.0366388889|130.849722222
出し平ダム||36.7699444444|137.631194444
観音崎 (神奈川県)||35.2558333333|139.744166667
トーマス郡 (カンザス州)||39.5058333333|-101.268611111
トーマス郡 (カンザス州)||39.3741666667|-101.213611111
トーマス郡 (カンザス州)||39.2319444444|-101.281111111
トーマス郡 (カンザス州)||39.43|-100.890833333
トーマス郡 (カンザス州)||39.3433333333|-100.767777778
トーマス郡 (カンザス州)||39.3752777778|-101.05
トーマス郡 (カンザス州)||39.3288888889|-100.898611111
トーマス郡 (カンザス州)||39.5030555556|-101.0675
トーマス郡 (カンザス州)||39.4530555556|-100.758611111
トーマス郡 (カンザス州)||39.1830555556|-100.841388889
トーマス郡 (カンザス州)||39.2416666667|-101.046388889
トーマス郡 (カンザス州)||39.5177777778|-100.8225
トーマス郡 (カンザス州)||39.3638888889|-101.363333333
イオンモールつがる柏||40.80275|140.416638889
味噌川ダム||35.9773055556|137.769972222
丸山ダム||35.4688888889|137.172222222
落合ダム||35.5216944444|137.525138889
大井ダム||35.4813611111|137.396194444
道の駅シルクウェイにちはら|landmark|34.5535|131.808177778
道の駅津和野温泉なごみの里|landmark|34.4502361111|131.760766667
道の駅かきのきむら|landmark|34.4425305556|131.867394444
和深川王子神社||33.5339166667|135.539055556
浅間神社 (笛吹市)||35.6477777778|138.697194444
四国管区警察局||34.3341138889|134.043922222
水殿ダム||36.1539722222|137.748083333
稲核ダム||36.1683333333|137.771222222
兼山ダム||35.4649444444|137.103472222
今渡ダム||35.4413611111|137.045166667
TOHOシネマズ有楽座||35.6729722222|139.761611111
真立ダム||36.5234166667|137.388972222
真川ダム||36.5661666667|137.454527778
川浦ダム||35.7358333333|136.691388889
三重県立四日市中央工業高等学校||34.9960833333|136.557916667
上大須ダム||35.7375|136.661944444
三重県立菰野高等学校||35.01525|136.519194444
群馬ヘリポート||36.3177777778|139.106944444
牧尾ダム||35.82425|137.602888889
千葉市立打瀬小学校||35.6420555556|140.047305556
幕張ベイタウン・コア||35.6396944444|140.046888889
シェリダン郡 (カンザス州)||39.5161111111|-100.236944444
シェリダン郡 (カンザス州)||39.4355555556|-100.664444444
シェリダン郡 (カンザス州)||39.43|-100.283888889
シェリダン郡 (カンザス州)||39.1972222222|-100.210555556
シェリダン郡 (カンザス州)||39.3544444444|-100.44
シェリダン郡 (カンザス州)||39.3572222222|-100.617777778
シェリダン郡 (カンザス州)||39.4258333333|-100.515833333
シェリダン郡 (カンザス州)||39.5241666667|-100.670833333
シェリダン郡 (カンザス州)||39.5277777778|-100.543888889
シェリダン郡 (カンザス州)||39.2316666667|-100.633333333
シェリダン郡 (カンザス州)||39.2272222222|-100.470833333
シェリダン郡 (カンザス州)||39.5311111111|-100.376388889
シェリダン郡 (カンザス州)||39.35|-100.268055556
シェリダン郡 (カンザス州)||39.2122222222|-100.341111111
アルクマール||52.63|4.75
三浦ダム||35.8241666667|137.393888889
聖徳大学附属取手聖徳女子中学校・高等学校||35.9293888889|140.076027778
北見相生駅|railwaystation|43.5447222222|143.981194444
小渕ダム||35.4005555556|137.118888889
キッコーマン総合病院||35.9530555556|139.870833333
朝日ダム||36.0763888889|137.412222222
上麻生ダム||35.5427777778|137.137222222
自由の森学園中学校・高等学校||35.8599722222|139.268086111
リパブリック郡 (カンザス州)||39.9597222222|-97.4247222222
リパブリック郡 (カンザス州)||39.7047222222|-97.8663888889
リパブリック郡 (カンザス州)||39.7872222222|-97.6430555556
リパブリック郡 (カンザス州)||39.95|-97.8480555556
リパブリック郡 (カンザス州)||39.7822222222|-97.8808333333
リパブリック郡 (カンザス州)||39.7044444444|-97.4280555556
リパブリック郡 (カンザス州)||39.8805555556|-97.5316666667
リパブリック郡 (カンザス州)||39.8722222222|-97.4233333333
リパブリック郡 (カンザス州)||39.8586111111|-97.6405555556
リパブリック郡 (カンザス州)||39.7013888889|-97.5419444444
リパブリック郡 (カンザス州)||39.7913888889|-97.5425
リパブリック郡 (カンザス州)||39.9505555556|-97.6416666667
リパブリック郡 (カンザス州)||39.6994444444|-97.6491666667
リパブリック郡 (カンザス州)||39.7047222222|-97.7691666667
リパブリック郡 (カンザス州)||39.7916666667|-97.4344444444
リパブリック郡 (カンザス州)||39.9575|-97.5369444444
リパブリック郡 (カンザス州)||39.7911111111|-97.7741666667
リパブリック郡 (カンザス州)||39.8666666667|-97.7680555556
リパブリック郡 (カンザス州)||39.9658333333|-97.7538888889
リパブリック郡 (カンザス州)||39.8761111111|-97.865
京都女子中学校・高等学校||34.9901388889|135.777055556
海神社 (神戸市)||34.6290833333|135.054305556
鷲羽山|mountain|34.43547825|133.812447278
大津町駅|railwaystation|35.3691777778|132.774472222
金町浄水場||35.7625|139.878333333
静岡県立松崎高等学校||34.7579444444|138.788444444
東立川駐屯地||35.7061683203|139.427919388
ホッジマン郡 (カンザス州)||38.0441666667|-100.171666667
ホッジマン郡 (カンザス州)||38.0852777778|-99.8961111111
ホッジマン郡 (カンザス州)||38.0944444444|-100.069444444
ホッジマン郡 (カンザス州)||38.1644444444|-99.6886111111
ホッジマン郡 (カンザス州)||38.1747222222|-100.120555556
ホッジマン郡 (カンザス州)||37.9716666667|-99.9088888889
ホッジマン郡 (カンザス州)||37.9497222222|-100.108611111
ホッジマン郡 (カンザス州)||37.9961111111|-99.6733333333
ホッジマン郡 (カンザス州)||38.2113888889|-99.8630555556
ハミルトン郡 (カンザス州)||37.8219444444|-101.943333333
ハミルトン郡 (カンザス州)||38.0394444444|-101.994722222
ハミルトン郡 (カンザス州)||37.9947222222|-101.584166667
ハミルトン郡 (カンザス州)||37.8025|-101.644722222
ハミルトン郡 (カンザス州)||38.1247222222|-101.734444444
ハミルトン郡 (カンザス州)||38.0808333333|-101.853611111
ハミルトン郡 (カンザス州)||38.2225|-101.771388889
ハミルトン郡 (カンザス州)||37.9861111111|-101.751388889
大菩薩嶺||35.7486111111|138.845277778
東海大学付属仰星高等学校・中等部||34.8048611111|135.671166667
馬飼頭首工|landmark|35.2529444444|136.688472222
馬飼頭首工||35.2529444444|136.688472222
秋神ダム||36.0655555556|137.399166667
岩本寺|landmark|33.2079722222|133.134611111
熊野大社||35.3731944444|133.07055
ドルフィンポート||31.5930833333|130.562388889
